city,country,host,id,price,review,stars,timestamp,titre
dubai,united arab emirates,booking.com,1350053,819.0,6.2,1,2018-06-24 21:37:02.802253,deira palace hotel
sharjah,united arab emirates,booking.com,275686,455.0,7.7,4,2018-06-24 21:37:02.802253,al hamra hotel
"umm suqeim, dubai",united arab emirates,booking.com,2860106,878.0,9.0,3,2018-06-24 21:37:02.802253,park regis boutique hotel
"bur dubai, dubai",united arab emirates,booking.com,1445914,465.0,7.9,3,2018-06-24 21:37:02.802253,ibis styles dubai jumeira
dakhla,morocco,booking.com,2788915,1820.0,8.6,4,2018-06-24 21:37:02.802253,dakhla camp
"hivernage, marrakech",morocco,booking.com,1924405,2244.0,8.2,5,2018-06-24 21:37:02.802253,movenpick hotel mansour eddahbi marrakech
aqaba,jordan,booking.com,2844410,2144.0,,5,2018-06-24 21:37:02.802253,"al manara, a luxury collection hotel, saraya aqaba"
"bur dubai, dubai",united arab emirates,booking.com,67261,411.0,6.7,4,2018-06-24 21:37:02.802253,ascot hotel
umm al quwain,united arab emirates,booking.com,372506,730.0,6.9,3,2018-06-24 21:37:02.802253,royal residence hotel & spa
dubai,united arab emirates,booking.com,67237,688.0,7.7,4,2018-06-24 21:37:02.802253,jumeira rotana - dubai
